text,emotion,dialog_idx,utterance_idx,speaker,act,cleaned_text,original_emotion,mapped_emotion,emotion_id,is_augmented
OK. Thanks for your help.,happiness,277,11,1,commissive,OK. Thanks for your help.,happiness,happiness,8,False
You're kidding. The story and acting were outstanding.,excitement,1743,6,0,inform,You are kidding. The story and acting were outstanding.,surprise,excitement,10,False
It’s a great car. It’s very comfortable and it goes really fast.,happiness,1920,3,1,inform,It is a great car. It is very comfortable and it goes really fast. and it's affecting me deeply,happiness,happiness,8,True
"Oh, really? Maybe she is just eager to see her grandchildren.",excitement,32,8,1,question,"Oh, really? Maybe she is just eager to see her grandchildren.",surprise,excitement,10,False
Why? You said I was hot when smoking.,excitement,255,1,0,question,Why? You said I was hot when smoking.,surprise,excitement,10,False
You gossip! What's the basis of your opinion?,excitement,2334,1,0,question,You gossip! What is the basis of your opinion?,surprise,excitement,10,False
Guess what? I've got great news!,excitement,2107,0,1,question,Guess what? I have got great news!,surprise,excitement,10,False
"Well, I just saw a horror movie last night. It almost frightened me to death.",anxiety,1902,1,0,commissive,"Well, I just saw a horror movie last night. It almost frightened me to death.",fear,anxiety,1,False
You mean your friends. I think it's cruel.,calm_neutral,948,3,1,inform,"Honestly, You mean your friends. I think it is cruel.",no emotion,calm_neutral,11,True
No kidding! We have only five bottles of beer.,excitement,1729,9,0,inform,No kidding! We have only five bottles of beer.,surprise,excitement,10,False
"I tried to introduce myself to them when they moved in, but they were so arrogant that I didin't want to ever talk to them again!",anger,127,4,0,inform,"I tried to introduce myself to them when they moved in, but they were so arrogant that I didin't want to ever talk to them again!",anger,anger,3,False
"No, I'm sorry we don't. We accept credit cards and cash.",depression,1167,4,0,inform,"No, I am sorry we do not. We accept credit cards and cash.",sadness,depression,0,False
"He's lazy. I tried being a good host, but if you give him an inch, he'll take a mile.",anger,1967,7,1,inform,"He is lazy. I tried being a good host, but if you give him an inch, he will take a mile.",disgust,anger,3,False
"Really, it's so beautiful.",anxiety,1909,1,1,inform,"Lately, really, it is so beautiful.",fear,anxiety,1,True
You are saying he will be promoted to the general manager?,excitement,2177,0,1,question,You are saying he will be promoted to the general manager?. This has been going on for a while,surprise,excitement,10,True
"Sure. Umm do you want to go first, Sally?",calm_neutral,1418,1,0,question,"Lately, sure. umm do you want to go first, sally?",no emotion,calm_neutral,11,True
Is she? I thought she was a mathematician.,excitement,1591,1,0,question,Is she? I thought she was a mathematician.,surprise,excitement,10,False
Some time next year. We haven't set the date yet.,happiness,1898,6,1,inform,Some time next year. We have not set the date yet.,happiness,happiness,8,False
That's why it looks so nice. I should have figured. You always get what you pay for.,happiness,1177,14,0,inform,That is why it looks so nice. I should have figured. You always get what you pay for.,happiness,happiness,8,False
How dreadful!,anger,491,1,0,inform,How dreadful!,disgust,anger,3,False
That sounds like fun. Where will it be?,happiness,928,3,0,question,That sounds like fun. Where will it be?. This has been going on for a while,happiness,happiness,8,True
"Sorry, Becky can’t come to the phone right now.",depression,1845,3,1,commissive,"Sorry, Becky cannot come to the phone right now.",sadness,depression,0,False
"Oh dear, I’m late. I have to be in the office by eight a.m..",depression,2041,0,1,inform,"Honestly, Oh dear, I am late. I have to be in the office by eight a.m..",sadness,depression,0,True
Oops! It's the landlord. I guess the tables have turned now. We're the noisy neighbors. Turn it down!,excitement,2288,5,1,directive,Oops! It is the landlord. I guess the tables have turned now. We are the noisy neighbors. Turn it down!,surprise,excitement,10,False
"Umm.. I'd like to have some local specialties. Would you recommend for me, please?",calm_neutral,2413,3,0,directive,"Umm.. I would like to have some local specialties. Would you recommend for me, please?",no emotion,calm_neutral,11,False
"Umm excuse me, is this the parcel counter?",calm_neutral,631,0,1,question,"Umm excuse me, is this the parcel counter? and it's affecting me deeply",no emotion,calm_neutral,11,True
Let me see. I am sorry we just have sold it out.,depression,1796,1,1,commissive,Let me see. I am sorry we just have sold it out.,sadness,depression,0,False
Not very far from here. We'll fly. It's about one and a half hours.,calm_neutral,839,8,1,inform,Not very far from here. We will fly. It is about one and a half hours.,no emotion,calm_neutral,11,False
Really? We have only one chance every year.,excitement,1897,7,1,inform,Really? We have only one chance every year.,surprise,excitement,10,False
Look what you've done!,anger,756,0,0,inform,"Lately, look what you have done!",anger,anger,3,True
I'm sorry I'm so late. I had a really bad day.,depression,2220,0,1,inform,I am sorry I am so late. I had a really bad day.,sadness,depression,0,False
"I am afraid your diamond bracelet has gone, darling!",anxiety,2268,2,0,inform,"I am afraid your diamond bracelet has gone, darling!",fear,anxiety,1,False
My boss has been breathing down my neck all day. I can't wait for the weekend!,anger,1484,6,1,inform,My boss has been breathing down my neck all day. I cannot wait for the weekend!,anger,anger,3,False
"I know, don’t remind me. I’m starting a new diet the day after tomorrow.",calm_neutral,2491,5,1,inform,"I know, do not remind me. I am starting a new diet the day after tomorrow.",no emotion,calm_neutral,11,False
Really? He is so great.,excitement,665,1,1,question,Really? He is so great.,surprise,excitement,10,False
Really? How long will your holiday last?,excitement,1752,8,0,question,Really? How long will your holiday last?,surprise,excitement,10,False
Really? I haven't heard of it.,excitement,1454,12,1,question,Really? I have not heard of it.,surprise,excitement,10,False
It's the holidays! Everybody knows how hard it is to get tickets!,anger,2327,9,1,inform,It is the holidays! Everybody knows how hard it is to get tickets!,anger,anger,3,False
Which song?,calm_neutral,959,1,1,question,Which song?,no emotion,calm_neutral,11,False
Just two days ago it was thirty five. How can it be sixty?,excitement,701,13,0,question,Just two days ago it was thirty five. How can it be sixty?,surprise,excitement,10,False
"Hey, I'm feeling much better already.",calm_neutral,314,6,1,inform,"Hey, I am feeling much better already.",no emotion,calm_neutral,11,False
Too bad. I really like it.,anxiety,2202,2,0,inform,Too bad. I really like it.,fear,anxiety,1,False
I'm very sorry to have caused you this trouble.,depression,756,7,1,inform,I am very sorry to have caused you this trouble.,sadness,depression,0,False
"Hello? Yes, someone has passed out at Dongle Avenue. and second street. He isn't breathing and doesn't have a pulse. Yes, my friend is performing CPR. Ok, thank you. They are sending an ambulance. Here, let me help.",anxiety,433,5,0,commissive,"Hello? Yes, someone has passed out at Dongle Avenue. and second street. He is not breathing and does not have a pulse. Yes, my friend is performing CPR. Ok, thank you. They are sending an ambulance. Here, let me help.",fear,anxiety,1,False
"Where will you go, sir?",calm_neutral,1249,1,1,question,"Where will you go, sir?",no emotion,calm_neutral,11,False
Take care of yourself and don't forget to keep in touch.,calm_neutral,2225,3,1,inform,Take care of yourself and do not forget to keep in touch. and it's affecting me deeply,no emotion,calm_neutral,11,True
They’re sales reps. They are very lazy.,calm_neutral,871,6,1,inform,They are sales reps. They are very lazy.,no emotion,calm_neutral,11,False
What? Are you serious? You'd defect to our archrival?,excitement,2525,3,0,question,What? Are you serious? You would defect to our archrival?,surprise,excitement,10,False
Can I stop by?,happiness,1828,6,1,directive,Can I stop by?,happiness,happiness,8,False
But she did and made me disappointed.,depression,2030,5,0,inform,But she did and made me disappointed.,sadness,depression,0,False
Really? How often do you go there?,excitement,470,2,0,question,Really? How often do you go there?,surprise,excitement,10,False
What? Beg your pardon.,excitement,1979,2,0,question,What? Beg your pardon.,surprise,excitement,10,False
"Fine, they are colorful and tasty.",happiness,916,1,1,inform,"Fine, they are colorful and tasty.",happiness,happiness,8,False
What are we waiting for? Let's go!,happiness,1508,7,1,commissive,What are we waiting for? Let us go! and it's affecting me deeply,happiness,happiness,8,True
"Thank you. Just a moment, please.",happiness,1879,7,1,commissive,"Thank you. Just a moment, please.",happiness,happiness,8,False
You're serious?,excitement,137,4,0,question,You are serious?,surprise,excitement,10,False
How dreadful!,anger,491,1,0,inform,How dreadful!,disgust,anger,3,False
Really? That’s a lot of money to pay for one room.,excitement,528,5,0,inform,Really? That is a lot of money to pay for one room.,surprise,excitement,10,False
Certainly not.,depression,1246,3,1,commissive,Certainly not.,sadness,depression,0,False
"Well, I just saw a horror movie last night. It almost frightened me to death.",anxiety,1902,1,0,commissive,"Well, I just saw a horror movie last night. It almost frightened me to death.",fear,anxiety,1,False
This will not interfere with my work. I promise you that.,happiness,1901,3,1,inform,This will not interfere with my work. I promise you that.,happiness,happiness,8,False
No one in the family expected to get a dime from him. It was quite a surprise.,excitement,610,8,1,inform,No one in the family expected to get a dime from him. It was quite a surprise.,surprise,excitement,10,False
It's taking you forever to do my hair.,anger,1520,0,1,inform,It is taking you forever to do my hair.,anger,anger,3,False
I got the message. I am quitting.,anger,971,6,0,inform,I got the message. I am quitting.,anger,anger,3,False
"Yes, Thursday would be fine. What time shall I come?",happiness,2460,5,1,directive,"Yes, Thursday would be fine. What time shall I come?",happiness,happiness,8,False
Yes! How do you know that?,excitement,2322,12,1,question,Yes! How do you know that?,surprise,excitement,10,False
Thank you very much.,calm_neutral,738,12,0,inform,Thank you very much.,no emotion,calm_neutral,11,False
Have you bought another handset?,excitement,556,0,0,question,Have you bought another handset?,surprise,excitement,10,False
"He's lazy. I tried being a good host, but if you give him an inch, he'll take a mile.",anger,1967,7,1,inform,"He is lazy. I tried being a good host, but if you give him an inch, he will take a mile.",disgust,anger,3,False
"Yes, I'm glad I have come.",happiness,422,5,1,inform,"Yes, I am glad I have come.",happiness,happiness,8,False
Would you like to have a seat over there? It'll just be a minute. And can I have your name?,calm_neutral,1376,10,1,question,Would you like to have a seat over there? It will just be a minute. And can I have your name? and it's affecting me deeply,no emotion,calm_neutral,11,True
You're leaving so soon? I wish you stayed a little longer.,excitement,589,1,0,question,You are leaving so soon? I wish you stayed a little longer.,surprise,excitement,10,False
Everything seems to be getting worse. I don't know what to do with it.,anger,974,1,0,inform,Everything seems to be getting worse. I do not know what to do with it.,disgust,anger,3,False
How slowly you drive!,anger,116,0,1,inform,How slowly you drive!. This has been going on for a while,anger,anger,3,True
Make sure you buy what you need and your clothes can be worn for various occasions.,calm_neutral,1603,6,0,directive,I really feel make sure you buy what you need and your clothes can be worn for various occasions.,no emotion,calm_neutral,11,True
There are nine cockroaches in my room. I don't have time for your disbelief!,anger,2070,6,0,commissive,There are nine cockroaches in my room. I do not have time for your disbelief!,anger,anger,3,False
I'll have the baked salmon.,calm_neutral,2206,2,0,commissive,I will have the baked salmon.,no emotion,calm_neutral,11,False
"Don’t worry, I will teach you how to win.",happiness,1094,4,1,directive,"I really feel do not worry, i will teach you how to win.",happiness,happiness,8,True
You should feel shameful for your behavior.,anger,791,6,1,inform,You should feel shameful for your behavior.,anger,anger,3,False
I'm worried that everything will be chaotic!,anxiety,658,3,1,inform,I am worried that everything will be chaotic!,fear,anxiety,1,False
"Did I? Well. Anyway, you'll get your raise when the economy starts picking up.",calm_neutral,971,3,1,inform,"Did I? Well. Anyway, you will get your raise when the economy starts picking up.",no emotion,calm_neutral,11,False
"I am sorry, ma'am. I have broken the reading lamp in my room.",depression,645,0,0,inform,"I am sorry, madam. I have broken the reading lamp in my room.",sadness,depression,0,False
"Sure. Hey, I'm sorry, but I've got to get going.",depression,1024,13,0,commissive,"Sure. Hey, I am sorry, but I have got to get going.",sadness,depression,0,False
"Yes, he used to be. But now he’s drifting off track.",anger,829,3,0,inform,"Yes, he used to be. But now he is drifting off track.",anger,anger,3,False
We'll have a good time. Get me some autographs if you can.,happiness,186,4,1,directive,We will have a good time. Get me some autographs if you can.,happiness,happiness,8,False
I'd like to start at four thousand RIB a month.,calm_neutral,1012,12,1,directive,I would like to start at four thousand RIB a month.,no emotion,calm_neutral,11,False
Really? How long will your holiday last?,excitement,1752,8,0,question,Really? How long will your holiday last?,surprise,excitement,10,False
Alright. Umm there are several models you may want to look at.This Kreng portable cassette player is very good.,calm_neutral,1226,4,0,directive,Alright. Umm there are several models you may want to look at.This Kreng portable cassette player is very good.,no emotion,calm_neutral,11,False
Sorry. We mustn't stop here.,depression,2259,9,1,commissive,Sorry. We must not stop here.,sadness,depression,0,False
Really? What was the matter?,excitement,1973,2,1,question,Really? What was the matter?,surprise,excitement,10,False
I'm afraid that's the best we can do.,depression,1303,10,0,commissive,I am afraid that is the best we can do.,sadness,depression,0,False
I don’t really like Henry. I like my Rose.,anger,703,2,0,inform,I do not really like Henry. I like my Rose.,disgust,anger,3,False
I've actually never tried. Do you have a surfboard?,happiness,746,13,0,question,I have actually never tried. Do you have a surfboard?,happiness,happiness,8,False
"Oh, yes. I get six Korean channels but nothing in English!",anger,2347,11,1,inform,"Oh, yes. I get six Korean channels but nothing in English!",anger,anger,3,False
That's great! I love to dance to fast music.,happiness,2192,6,1,inform,I really feel that is great! i love to dance to fast music.,happiness,happiness,8,True
"Oh, don't mention it. It was terrible.",anger,808,1,0,inform,"Oh, do not mention it. It was terrible.",disgust,anger,3,False
"It looks great, but you need something to go with it. It's too plain on its own.",happiness,2469,4,0,inform,"It looks great, but you need something to go with it. It is too plain on its own. and it's affecting me deeply",happiness,happiness,8,True
It's only thirty yuan.,calm_neutral,2007,6,1,inform,I really feel it is only thirty yuan.,no emotion,calm_neutral,11,True
"Yes, we do, thank you.",happiness,1039,7,0,inform,"Yes, we do, thank you.",happiness,happiness,8,False
What? Are you kidding?,excitement,1895,3,1,question,What? Are you kidding?,surprise,excitement,10,False
Thanks. That would be very helpful.,happiness,465,11,1,commissive,Thanks. That would be very helpful.,happiness,happiness,8,False
I really have no idea. All I know is that the thought of him really curls my hair!,anger,269,11,1,inform,I really have no idea. All I know is that the thought of him really curls my hair!,anger,anger,3,False
"It's a deal, Hal. Thanks again for stopping to help. And thanks for smashing my car!",happiness,2351,19,0,commissive,"It is a deal, Hal. Thanks again for stopping to help. And thanks for smashing my car!",happiness,happiness,8,False
"Umm, I'm afraid I have to return this sweater.",depression,1111,0,0,directive,"Umm, I am afraid I have to return this sweater.",sadness,depression,0,False
Not really. I thought it was disappointing.,anger,2294,4,1,inform,Not really. I thought it was disappointing.,disgust,anger,3,False
You're right. I'll take them all.,happiness,1078,15,1,commissive,You are right. I will take them all.,happiness,happiness,8,False
"Yes, I’ll pay for the call. Put her through, please.",calm_neutral,2103,4,0,inform,"Yes, I will pay for the call. Put her through, please.",no emotion,calm_neutral,11,False
Really? Have you had an auto-reverse break before?,excitement,1226,8,0,question,Really? Have you had an auto-reverse break before?,surprise,excitement,10,False
OK! Do you take your bank card or bankbook with you?,calm_neutral,79,4,1,question,OK! Do you take your bank card or bankbook with you? and it's affecting me deeply,no emotion,calm_neutral,11,True
Amazing. The sun is almost gone and yet there is still color everywhere!,happiness,2420,6,0,inform,Amazing. The sun is almost gone and yet there is still color everywhere!,happiness,happiness,8,False
"I just started, but the job market is very bad right now. I'm not optimistic about it.",depression,1738,3,0,inform,"I just started, but the job market is very bad right now. I am not optimistic about it.. This has been going on for a while",sadness,depression,0,True
"Oh, don't mention it. It was terrible.",anger,808,1,0,inform,"Oh, do not mention it. It was terrible.",disgust,anger,3,False
"Ur, it stinks!",anger,550,7,1,inform,"You Are, it stinks!",disgust,anger,3,False
Umm I have made a reservation for my breakfast last night. But I still haven't got it. I am so hungry now.,anger,1696,2,0,directive,Umm I have made a reservation for my breakfast last night. But I still have not got it. I am so hungry now.,anger,anger,3,False
That’s a lovely hat.,happiness,2052,8,0,inform,That is a lovely hat.,happiness,happiness,8,False
I wish I knew who had moved our flower pots.,anger,2090,0,1,inform,I wish I knew who had moved our flower pots.,anger,anger,3,False
Did you see Ally Mabel last night?,happiness,1110,0,1,question,Did you see Ally Mabel last night?,happiness,happiness,8,False
"Umm, I'm afraid I have to return this sweater.",depression,1111,0,0,directive,"Umm, I am afraid I have to return this sweater.",sadness,depression,0,False
I'm very glad to hear that.,happiness,1532,4,1,inform,I am very glad to hear that.,happiness,happiness,8,False
Really? I can't say I agree.,excitement,1743,5,1,question,Really? I cannot say I agree.,surprise,excitement,10,False
I have to work on Saturday all day! I really hate my job!,anger,746,3,0,inform,I have to work on Saturday all day! I really hate my job!,anger,anger,3,False
Is there anything else that we need?,calm_neutral,697,10,1,question,Is there anything else that we need?,no emotion,calm_neutral,11,False
"Yes, I went to the New Year's Concert in two thousand five.",happiness,2183,8,0,inform,"Yes, I went to the New Year's Concert in two thousand five.",happiness,happiness,8,False
Really? How long did you stay there?,excitement,1079,8,0,question,Really? How long did you stay there?,surprise,excitement,10,False
What? Are you kidding?,excitement,1895,3,1,question,What? Are you kidding?,surprise,excitement,10,False
Then would you please go to a dance party with me?,happiness,357,2,0,directive,Then would you please go to a dance party with me?,happiness,happiness,8,False
"Morning, Jenny. Haven't seen you for ages!",excitement,1022,1,0,inform,"Morning, Jenny. Have not seen you for ages!",surprise,excitement,10,False
I'm sorry. We're still going. I got reservations for all of us on the thirty first. It will be OK. Trust me.,depression,2327,10,0,directive,I am sorry. We are still going. I got reservations for all of us on the thirty first. It will be OK. Trust me.,sadness,depression,0,False
"Oh, I'm sorry.",depression,2411,4,0,inform,"Oh, I am sorry.",sadness,depression,0,False
A bit? I'm extremely annoyed that she didn't phone me when he promised me that he would! She's such a liar.,anger,587,8,0,inform,A bit? I am extremely annoyed that she did not phone me when he promised me that he would! She is such a liar.,anger,anger,3,False
That's right. It'll probably work out to be about the same then anyway.,happiness,414,12,1,inform,That is right. It will probably work out to be about the same then anyway.,happiness,happiness,8,False
I wish I knew who had moved our flower pots.,anger,2090,0,1,inform,I wish I knew who had moved our flower pots.. This has been going on for a while,anger,anger,3,True
Really? How long will your holiday last?,excitement,1752,8,0,question,Really? How long will your holiday last?,surprise,excitement,10,False
"I'm afraid we can't increase salary this year, money is just too little.",calm_neutral,87,0,0,inform,"I am afraid we cannot increase salary this year, money is just too little.",no emotion,calm_neutral,11,False
"Sorry, but I'm on my way out now. Could you come back in an hour?",depression,1727,5,0,directive,"Sorry, but I am on my way out now. Could you come back in an hour?",sadness,depression,0,False
You're welcome.,happiness,2247,4,1,inform,"Honestly, You are welcome.",happiness,happiness,8,True
I don't think you really want to hear about it.,anger,269,1,1,inform,I do not think you really want to hear about it.,anger,anger,3,False
I can't believe it.,excitement,1559,6,1,inform,I cannot believe it.,surprise,excitement,10,False
We offer many different sea water treatments.,happiness,1058,1,0,commissive,We offer many different sea water treatments.,happiness,happiness,8,False
Is it a horror movie?,anxiety,1454,1,0,question,Is it a horror movie? and it's affecting me deeply,fear,anxiety,1,True
"Oh, you men! You are all the same.",anger,1911,10,1,inform,"Oh, you men! You are all the same.",anger,anger,3,False
"Well, I just saw a horror movie last night. It almost frightened me to death.",anxiety,1902,1,0,commissive,"Well, I just saw a horror movie last night. It almost frightened me to death.",fear,anxiety,1,False
What a thrilling trip!,anxiety,1221,8,1,inform,What a thrilling trip!,fear,anxiety,1,False
You should've been done already.,anger,1520,2,1,inform,You should have been done already.,anger,anger,3,False
Let's stand in the line now.,calm_neutral,72,3,0,directive,Let us stand in the line now.,no emotion,calm_neutral,11,False
Really? How often do you go there?,excitement,470,2,0,question,Really? How often do you go there?,surprise,excitement,10,False
You must be Wiley. It's nice to meet you.,happiness,1485,0,0,inform,You must be Wiley. It is nice to meet you.,happiness,happiness,8,False
What a thrilling trip!,anxiety,1221,8,1,inform,What a thrilling trip!,fear,anxiety,1,False
"Well, my girlfriend was supposed to call me last night, but she never did.",anger,587,4,0,inform,"Well, my girlfriend was supposed to call me last night, but she never did.",anger,anger,3,False
"Oh, this one is perfect.",anger,517,9,0,commissive,"Oh, this one is perfect.",anger,anger,3,False
He is not answering. You'd better check his pulse and breathing.,anxiety,433,3,0,directive,He is not answering. You would better check his pulse and breathing.,fear,anxiety,1,False
Very comfortable. I'll take them.,happiness,1740,7,1,commissive,Very comfortable. I will take them.,happiness,happiness,8,False
Do you have a special kind of toothbrush that you like to use?,calm_neutral,2454,6,0,question,Do you have a special kind of toothbrush that you like to use?,no emotion,calm_neutral,11,False
You are saying he will be promoted to the general manager?,excitement,2177,0,1,question,You are saying he will be promoted to the general manager?,surprise,excitement,10,False
Sorry. I'm afraid we can't. But you may order something else instead.,depression,522,9,1,commissive,Sorry. I am afraid we cannot. But you may order something else instead.,sadness,depression,0,False
"It makes me feel rather shabby. That woman has a good taste in dressing, I would say.",happiness,1181,8,0,inform,"I really feel it makes me feel rather shabby. that woman has a good taste in dressing, i would say.",happiness,happiness,8,True
"Sorry, I made a mistake. They're on the right side of the TV.",depression,1180,17,0,inform,"Sorry, I made a mistake. They are on the right side of the TV.",sadness,depression,0,True
I'm sorry. I didn't reconfirm in time and they gave away half of the seats.,depression,2327,4,0,inform,I am sorry. I did not reconfirm in time and they gave away half of the seats.,sadness,depression,0,False
Is that so?,excitement,2312,3,1,question,Is that so?,surprise,excitement,10,False
I really don't think it's any of your business.,anger,1542,6,0,directive,"Lately, i really do not think it is any of your business.",anger,anger,3,True
It's snowing heavily. Umm what about taking a walk?,happiness,2252,2,1,directive,It is snowing heavily. Umm what about taking a walk?,happiness,happiness,8,False
What are you waiting for? Rip‘em open!,happiness,964,1,1,question,What are you waiting for? Rip‘them open!,happiness,happiness,8,False
That's too long. How long does it take to reach Taiwan by airmail?,calm_neutral,1436,5,1,question,That is too long. How long does it take to reach Taiwan by airmail?,no emotion,calm_neutral,11,False
What's that?,happiness,1732,0,1,question,What is that?,happiness,happiness,8,False
"Yes, ma'am?",calm_neutral,1268,0,0,question,"Yes, madam?",no emotion,calm_neutral,11,False
What? Do you mean that you are pregnant? Is it true?,excitement,2133,3,0,question,What? Do you mean that you are pregnant? Is it true?,surprise,excitement,10,False
Don't you dare tell me that...,anger,2327,3,1,inform,Do not you dare tell me that...,anger,anger,3,False
"It depends on the weight of these things. Generally speaking, we will charge you ten yuan for one kilogram.",calm_neutral,109,7,0,inform,"It depends on the weight of these things. Generally speaking, we will charge you ten yuan for one kilogram.",no emotion,calm_neutral,11,False
"Uh, you did it yourself? Wow, you are good!",excitement,755,2,1,inform,"Uh, you did it yourself? Wow, you are good!",surprise,excitement,10,False
OK! I'll call security.,anxiety,1332,7,0,inform,OK! I will call security.,fear,anxiety,1,False
"Oh dear, we will miss our train.",depression,1531,10,0,inform,"Oh dear, we will miss our train. and it's affecting me deeply",sadness,depression,0,True
I'm worried that everything will be chaotic!,anxiety,658,3,1,inform,I am worried that everything will be chaotic!,fear,anxiety,1,False
Sorry I couldn't help you.,depression,1142,12,1,inform,Sorry I could not help you.,sadness,depression,0,False
I am sorry to say this but I seem to have lost the key to the safe.,depression,1639,0,1,inform,I am sorry to say this but I seem to have lost the key to the safe.,sadness,depression,0,False
"Nick, it's very nice of you to see me off.",happiness,2492,0,1,inform,"Nick, it is very nice of you to see me off.",happiness,happiness,8,False
You’re kidding. It can’t be true.,excitement,798,2,0,inform,You are kidding. It cannot be true.,surprise,excitement,10,False
Really? How often do you go there?,excitement,470,2,0,question,Really? How often do you go there?,surprise,excitement,10,False
"OK, it's my pleasure. How many tickets?",happiness,1348,1,0,question,"OK, it is my pleasure. How many tickets?",happiness,happiness,8,False
"Oh, what exactly is problem?",excitement,1881,3,1,question,"Oh, what exactly is problem?",surprise,excitement,10,False
"To be honest, it was horrible! My manager is such a pain in the neck!",anger,269,3,1,inform,"To be honest, it was horrible! My manager is such a pain in the neck!",anger,anger,3,False
"Sorry, you have the wrong number. There's no Brian here.",depression,586,1,0,commissive,"Sorry, you have the wrong number. There is no Brian here.",sadness,depression,0,False
Can you do me a favor?,calm_neutral,832,0,1,directive,Can you do me a favor?,no emotion,calm_neutral,11,False
You mean you haven’t arranged any car?,excitement,909,6,1,question,You mean you have not arranged any car?,surprise,excitement,10,False
"You went out and bought khakis, too!",anger,271,4,1,inform,"You went out and bought khakis, too!",anger,anger,3,False
What are you listening to? Is that Beethoven or Mozart?,calm_neutral,1197,0,1,question,What are you listening to? Is that Beethoven or Mozart?,no emotion,calm_neutral,11,False
Really? You guys must be really tight.,excitement,1438,2,1,question,Really? You guys must be really tight.,surprise,excitement,10,False
Well... perhaps you should think about it.,calm_neutral,1549,15,0,directive,Well... perhaps you should think about it.,no emotion,calm_neutral,11,False
I wish our family took outrageous summer vacations like yours.,calm_neutral,1950,5,1,inform,I wish our family took outrageous summer vacations like yours.,no emotion,calm_neutral,11,False
I know. I'll get over him. My first break up was painful because I was naive.,depression,118,9,1,inform,I know. I will get over him. My first break up was painful because I was naive.,sadness,depression,0,False
That sounds absolutely disgusting!,anger,896,8,0,inform,That sounds absolutely disgusting!,disgust,anger,3,False
That's incredible!,excitement,2104,4,0,inform,That is incredible!,surprise,excitement,10,False
What? Hundred US dollars? Is it covered by the insurance?,excitement,1639,4,1,question,What? Hundred US dollars? Is it covered by the insurance?,surprise,excitement,10,False
I just watched a movie and I'm scared.,anxiety,1649,3,0,inform,I just watched a movie and I am scared.,fear,anxiety,1,False
"Sure, here is my passport, by the way what is the rate today?",calm_neutral,1751,8,0,question,"Sure, here is my passport, by the way what is the rate today?",no emotion,calm_neutral,11,False
I was really scared when he pulled the gun out.,calm_neutral,1559,7,0,inform,"Honestly, I was really scared when he pulled the gun out.",no emotion,calm_neutral,11,True
Who is the best man?,happiness,2490,11,1,question,Who is the best man?,happiness,happiness,8,False
But I doubt myself.,depression,2319,9,1,inform,But I doubt myself.,sadness,depression,0,False
I don’t like your Rose. And I do love Henry. And I’m going to marry him.,anger,703,3,1,inform,I do not like your Rose. And I do love Henry. And I am going to marry him.,disgust,anger,3,False
"Oh, yes, indeed. Umm I've run out of steam. To be honest, I want to be in a different environment.",depression,2312,2,0,inform,"Oh, yes, indeed. Umm I have run out of steam. To be honest, I want to be in a different environment.",sadness,depression,0,False
"Oh, then you should have gotten off at the last stop.",calm_neutral,718,2,0,inform,"Oh, then you should have gotten off at the last stop.",no emotion,calm_neutral,11,False
"Are you alright, Ethan? You don't seem to be as cheerful as you normally are.",calm_neutral,153,0,1,question,"Are you alright, Ethan? You do not seem to be as cheerful as you normally are.",no emotion,calm_neutral,11,False
Really? You are so kind.,excitement,1272,7,1,question,Really? You are so kind.,surprise,excitement,10,False
Thanks. Does the bar have a signature drink?,happiness,1379,7,1,question,Thanks. Does the bar have a signature drink?,happiness,happiness,8,False
They are all very experienced and great skiers. So I suppose the chance for them to be buried by an avalanche is slim.,calm_neutral,104,7,1,inform,They are all very experienced and great skiers. So I suppose the chance for them to be buried by an avalanche is slim.,no emotion,calm_neutral,11,False
"I decided to put him up while he's here, big mistake!",anger,1967,5,1,inform,"I decided to put him up while he is here, big mistake!",disgust,anger,3,False
Come on! I'll pay you back on Tuesday.,anger,1440,2,1,directive,Come on! I will pay you back on Tuesday.,anger,anger,3,False
"Umm, can you tell me more?",calm_neutral,379,4,1,directive,"I really feel umm, can you tell me more?",no emotion,calm_neutral,11,True
"Oh, no. That’s it. Nice to chat with you. Have a good day.",happiness,1940,3,0,inform,"Oh, no. That is it. Nice to chat with you. Have a good day.",happiness,happiness,8,False
Come on! I'll pay you back on Tuesday.,anger,1440,2,1,directive,Come on! I will pay you back on Tuesday.,anger,anger,3,False
It's my new radio earphone.,excitement,2375,2,1,inform,It is my new radio earphone.,surprise,excitement,10,False
"I'm sorry, madam, there’s a limit to the speed.",depression,1171,3,0,commissive,"I am sorry, madam, there is a limit to the speed.",sadness,depression,0,False
My manager jumped on me for my mistake today.,depression,2319,5,1,inform,I really feel my manager jumped on me for my mistake today.,sadness,depression,0,True
Certainly not.,depression,1246,3,1,commissive,Certainly not.,sadness,depression,0,False
Not on your life! I know I'd break my leg,anxiety,1667,8,1,commissive,Not on your life! I know I would break my leg,fear,anxiety,1,False
Really? Who will play?,excitement,147,5,0,question,Really? Who will play?,surprise,excitement,10,False
Twilight rates are twenty one dollars.,calm_neutral,2499,8,1,inform,Twilight rates are twenty one dollars.,no emotion,calm_neutral,11,False
"Thank you. I have an eight o'clock appointment tomorrow morning, I would like a wake-up call.",calm_neutral,1554,9,0,commissive,"Thank you. I have an eight of the clock appointment tomorrow morning, I would like a wake-up call.",no emotion,calm_neutral,11,False
Sign? What’s sign?,excitement,2278,6,1,question,Sign? What is sign?,surprise,excitement,10,False
