text,emotion,dialog_idx,utterance_idx,speaker,act
Do you want to tell her?,no emotion,2302,5,0,question
I’d rather you told her.,no emotion,2302,6,1,directive
I received an E-mail from mother today.,no emotion,2303,0,0,inform
What did she say?,no emotion,2303,1,1,question
She missed us and asked when we would go back home.,no emotion,2303,2,0,inform
What's your plan?,no emotion,2303,3,1,question
I don't know. Maybe next week. We haven't been to the Great Wall yet.,no emotion,2303,4,0,inform
"Right, then you'd better send an E-mail to tell her.",no emotion,2303,5,1,directive
All right.,no emotion,2303,6,0,commissive
This one looks great! I love the seashore.,happiness,2304,0,0,inform
So do I. The sun... the sand... the ocean!,happiness,2304,1,1,inform
"And listen to this! What do you think of sailing, swimming, windsurfing, and fishing?",happiness,2304,2,0,question
"Oh, Tom! They sound fantastic. I really like all those things.",happiness,2304,3,1,inform
"Yeah... me, too.",happiness,2304,4,0,inform
"Well, except fishing. To be honest, I hate fishing, but I love all the others.",happiness,2304,5,1,inform
Hey! Look at this! We can stay in a big hotel or we can stay in a little cabin by the beach.,happiness,2304,6,0,inform
You know. I really don't like those big hotels.,no emotion,2304,7,1,inform
Umm neither do I. Let's stay in a cabin. It'll be much nicer right beside the ocean.,happiness,2304,8,0,inform
What does this have to do with me?,no emotion,2305,0,0,question
"You know all about coffee. Umm I need your advice, so I won't look stupid when I order.",no emotion,2305,1,1,inform
Order tea. Isn't that what you like to drink?,no emotion,2305,2,0,question
"Come on, Hugh! Tea is for wimps! Please, I need your help.",no emotion,2305,3,1,directive
"If you want to be macho, order a double shot of espresso.",no emotion,2305,4,0,directive
Now you're talking. That sounds good. What is it?,no emotion,2305,5,1,question
"Good morning, I'd like to open a savings account. Can you tell me on how to go about it?",no emotion,2306,0,0,directive
OK. You have to fill out this form and let me see three identification cards or documents.,no emotion,2306,1,1,directive
"I have my passport with me, a driver’s license and a membership card. Will they do?",no emotion,2306,2,0,question
"Let me see them. Yes, they’re OK.",no emotion,2306,3,1,inform
Umm what’s the minimum amount I can deposit in an account?,no emotion,2306,4,0,question
You can deposit an initial amount of five dollars.,no emotion,2306,5,1,inform
Thank you.,no emotion,2306,6,0,inform
"Well, how was your honeymoon?",no emotion,2307,0,0,question
"It was fantastic! We had such a good time. The only problem was that because it was their high season, we spent hours queuing.",happiness,2307,1,1,inform
Peak periods always entail hours of queuing. At least you got a nice tan though!,happiness,2307,2,0,inform
"Yes, Florida had great weather while we were there. You look tan, too. Did you go somewhere?",happiness,2307,3,1,question
Umm my friends and I just got back from Bali.,happiness,2307,4,0,inform
"Wow! Bali Islands have some of the best beaches in the world, don't they?",happiness,2307,5,1,question
"Yes, we were lucky. My friend's father owns a resort on one of the islands, so we were able to stay for free.",happiness,2307,6,0,inform
Did you go diving while you were there?,no emotion,2307,7,1,question
"I took a few diving classes, but I didn't really like it, so I did snorkeling instead!",no emotion,2307,8,0,inform
Did you take any pictures in the ocean?,no emotion,2307,9,1,question
I've got quite a few pictures of all different kinds of fish. I'll show them to you next time I see you.,happiness,2307,10,0,inform
Have you started planning your christmas vacation yet?,happiness,2307,11,1,question
We're planning on going skiing in Switzerland. Do you ski?,happiness,2307,12,0,question
"Umm no, but I do like snowboarding.",happiness,2307,13,1,inform
Would you like to go skiing with us for christmas?,happiness,2307,14,0,directive
I'll talk to my husband about it ; I'm sure he'll say yes! He loves Switzerland!,happiness,2307,15,1,commissive
It is Europe's spotless land of lakes and mountains! Let me know as soon as you can so we can get a discount.,happiness,2307,16,0,inform
Hello? Can you give me a tow? My tour car's stranded.,no emotion,2308,0,1,directive
Sure. Where are you?,no emotion,2308,1,0,question
I'm on highway one-seventy five going near exit fourty six.,no emotion,2308,2,1,inform
What kind of car?,no emotion,2308,3,0,question
It's a blue Nissan minivan.,no emotion,2308,4,1,inform
Where are you going to?,no emotion,2308,5,0,question
The closest garage. What's the charge ?,no emotion,2308,6,1,question
"You are within fifty kilometers, so it's a fifty - dollar flat rate.",no emotion,2308,7,0,inform
How long will it take?,no emotion,2308,8,1,question
About twenty to thirty minutes.,no emotion,2308,9,0,inform
Thanks.,happiness,2308,10,1,inform
What shall we do today?,no emotion,2309,0,1,question
"We'd better stay in the hotel, because the tour will begin tomorrow.",no emotion,2309,1,0,inform
"Let's go out for some exercise, shall we?",no emotion,2309,2,1,directive
What an excellent idea!,happiness,2309,3,0,commissive
Shall we do some jogging?,no emotion,2309,4,1,directive
I feel well now.,happiness,2309,6,1,inform
"Yes, some exercise is necessary for us.",no emotion,2309,7,0,inform
Quite right.,no emotion,2309,8,1,inform
"Hello, Miao Li, Where are you going?",no emotion,2310,0,0,question
"Hello, I am going to the store to buy some fruit.",no emotion,2310,1,1,inform
"Oh, Would you do me a favor?",no emotion,2310,2,0,directive
Please mail this letter for me on your way to the store.,no emotion,2310,4,0,directive
Sure. Do you want it to be registered?,no emotion,2310,5,1,question
"Yes, I think so. There are some pictures in it. It would be a great pity if they were lost.",no emotion,2310,6,0,inform
"Yes, I will be glad to mail your letter.",no emotion,2310,7,1,inform
Thanks.,happiness,2310,8,0,inform
you are welcome.,happiness,2310,9,1,inform
How much is it to rent an economy car?,no emotion,2311,0,1,question
"Two-hundred yuan a day or twelve-hundred yuan a week, unlimited mileage.",no emotion,2311,1,0,inform
Could I have one for tomorrow morning?,no emotion,2311,2,1,directive
Do you have your driver's license?,no emotion,2311,3,0,question
Sure. Here it is.,no emotion,2311,4,1,inform
Good. Now just complete this form.,happiness,2311,5,0,directive
"I've been so tired recently. I've been trying, but I don't think I'm up to this job.",sadness,2312,0,0,inform
"You need to take a break, maybe a vacation.",no emotion,2312,1,1,directive
"Oh, yes, indeed. Umm I've run out of steam. To be honest, I want to be in a different environment.",sadness,2312,2,0,inform
Is that so?,surprise,2312,3,1,question
"Yes, I don't want to be stuck in a rut. I want to move on.",no emotion,2312,4,0,inform
Have you decided?,no emotion,2312,5,1,question
Yes. I want to get a better job.,no emotion,2312,6,0,inform
Could you tell me why you want to quit?,no emotion,2312,7,1,question
I quit just because of the dissatisfying salary and the trouble in getting along with my colleagues.,no emotion,2312,8,0,inform
"Oh, that's terrible. Do you want to get a higher salary in our company?",no emotion,2312,9,1,question
I'm afraid not. I've promised my girlfriend. We'll travel southwards to find a job that offers higher pay.,no emotion,2312,10,0,inform
"I'd like to say that I've really enjoyed working with you. But, I think you should work harder for your new job and then you can ask for higher pay.",no emotion,2312,11,1,inform
Thank you so much for your advice.,no emotion,2312,12,0,inform
And every best wish for your new job.,no emotion,2312,13,1,inform
Thank you.,no emotion,2312,14,0,inform
"Would you like anything else, sir?",no emotion,2313,0,1,question
"May I have some water, please?",no emotion,2313,1,0,directive
Certainly. Would you like your coffee with your dinner or later?,no emotion,2313,2,1,question
"With my dinner, please. And can you take my order for dessert later?",no emotion,2313,3,0,directive
"Uh, of course.",happiness,2313,4,1,commissive
Are we here yet?,no emotion,2314,0,0,question
Not quite yet.,no emotion,2314,1,1,inform
How far away is it?,no emotion,2314,2,0,question
It's still very far away.,no emotion,2314,3,1,inform
How many miles to go?,no emotion,2314,4,0,question
We're getting close.,no emotion,2314,5,1,inform
Will we be there soon?,no emotion,2314,6,0,question
Here we are.,no emotion,2314,7,1,inform
Where's the hotel?,no emotion,2314,8,0,question
It is in front of you.,no emotion,2314,9,1,inform
I see that. That was a nice ride.,happiness,2314,10,0,inform
I'm glad to hear it.,happiness,2314,11,1,inform
"Wow, Is winter always this cold in Taiwan?",no emotion,2315,0,1,question
Umm not really. It's much warmer usually. Your are not used to cold weather?,no emotion,2315,1,0,question
"No, I am from south California. This is my first real winter.",no emotion,2315,2,1,inform
"Well, You'd better get some more warm clothes.",no emotion,2315,3,0,directive
What's the temperature today anyway?,no emotion,2315,4,1,question
I would say it's about five degree Celsius.,no emotion,2315,5,0,inform
"Michelle, Can you help me clean things up before we go?",no emotion,2316,0,0,directive
Sure. Where should I put this cup?,no emotion,2316,1,1,question
Umm which cup?,no emotion,2316,2,0,question
The red one.,no emotion,2316,3,1,inform
Put it on the table.,no emotion,2316,4,0,directive
How about this fruit?,no emotion,2316,5,1,question
"Oh, that goes in the refrigerator.",no emotion,2316,6,0,inform
And those pencils? What should I do with them?,no emotion,2316,7,1,question
Bring those upstairs and put them in the bedroom.,no emotion,2316,8,0,inform
How about this pen?,no emotion,2316,9,1,question
Give it to me. I need to use it.,no emotion,2316,10,0,inform
What do you want me to do with that paper over there?,no emotion,2316,11,1,question
You can throw that away. I don't need it anymore.,no emotion,2316,12,0,inform
The trash is full.,no emotion,2316,13,1,inform
"Alright, then please put it in a bag and take it outside.",no emotion,2316,14,0,directive
OK. Now what?,no emotion,2316,15,1,question
Umm I think we're finished. Can you please turn off the lights and shut the door?,no emotion,2316,16,0,directive
I'm going to take a nap.,no emotion,2317,0,0,inform
You should unplug the phone.,no emotion,2317,1,1,directive
That's a good idea.,no emotion,2317,2,0,commissive
Do you want me to wake you in an hour?,no emotion,2317,3,1,question
"No, thanks. Just let me sleep until I wake up.",no emotion,2317,4,0,inform
I'll start dinner at six.,no emotion,2317,5,1,inform
OK. I think I'll be awake by then.,no emotion,2317,6,0,inform
"If not, your nose will wake you up.",no emotion,2317,7,1,inform
You mean I will smell the food cooking?,no emotion,2317,8,0,question
Umm…. You might even dream about dinner.,no emotion,2317,9,1,inform
I don't think I'm going to dream about anything. I'm really tired.,no emotion,2317,10,0,inform
Have a nice nap.,no emotion,2317,11,1,inform
"Morning, Mom.",no emotion,2318,0,0,inform
I made a doctor's appointment for you.,no emotion,2318,1,1,directive
"No, I'm fine. I don't need to see a doctor.",no emotion,2318,2,0,commissive
Then I guess you're healthy enough to clean your room before school.,no emotion,2318,3,1,directive
OK. I'll go see the doctor.,no emotion,2318,4,0,commissive
Bundle up. It's wet and rainy out there. Here's some soup.,no emotion,2318,5,1,directive
Umm chicken soup again?,no emotion,2318,6,0,question
"Soup does the body good, sweetie. It's what you need when you're under the weather.",no emotion,2318,7,1,inform
"Charlotte, have you had your supper?",no emotion,2319,0,0,question
"Umm no, I don’t want to eat anything.",sadness,2319,1,1,inform
Why? Don't you feel well?,no emotion,2319,2,0,question
I’m down in spirits.,sadness,2319,3,1,inform
What's up ?,no emotion,2319,4,0,question
My manager jumped on me for my mistake today.,sadness,2319,5,1,inform
You must not feel depressed about such a trivial thing.,no emotion,2319,6,0,inform
I think I'm too clumsy. I can do nothing well.,sadness,2319,7,1,inform
You'd better shape up if you want to get the job done.,no emotion,2319,8,0,inform
But I doubt myself.,sadness,2319,9,1,inform
"Cheer up! Don't let me down. We all make mistakes, and that is life.",happiness,2319,10,0,inform
"Can I see your passport, please?",no emotion,2320,0,1,directive
Is this line for non-residents?,no emotion,2320,1,0,question
Yes it is. Residents can queen up in the lines to my right.,no emotion,2320,2,1,inform
OK. Here's my passport.,no emotion,2320,3,0,commissive
What's the expiration date on your passport?,no emotion,2320,4,1,question
"I think it's soon, maybe in a few months. Umm it was renewed in Beijing, so the new expiry date is on the last page.",no emotion,2320,5,0,inform
"I see. Yes, you'll need to renew your passport in a few months. Make sure you don't let it expire while you are in the UK.",no emotion,2320,6,1,directive
I won't.,no emotion,2320,7,0,commissive
Do you have anything to declare?,no emotion,2320,8,1,question
"No, I don't have anything to declare.",no emotion,2320,9,0,inform
How long will you be staying in the UK?,no emotion,2320,10,1,question
I'll be here for about a year.,no emotion,2320,11,0,inform
What is the purpose of your stay?,no emotion,2320,12,1,question
I'll be studying. I'm doing an MBA at Nottingham University.,no emotion,2320,13,0,inform
Where will you be staying?,no emotion,2320,14,1,question
I have a housing contract with the university. I'll be in a dorm room on campus.,no emotion,2320,15,0,inform
How do you plan on paying for your living costs and tuition fees while you are here?,no emotion,2320,16,1,question
My father has already paid for that in advance. Here are the receipts.,no emotion,2320,17,0,inform
OK. Have a good day. Here's your passport and documents back.,happiness,2320,18,1,inform
Thank you very much.,happiness,2320,19,0,inform
"What can I do for you, madam?",no emotion,2321,0,0,question
I'd like to buy a toy car for my son.,no emotion,2321,1,1,directive
How about this one?,no emotion,2321,2,0,directive
It looks nice. How much is it?,no emotion,2321,3,1,question
They're three-hundred dollars.,no emotion,2321,4,0,inform
"Oh, I'm afraid it's too expensive. Can you show me something cheaper?",no emotion,2321,5,1,directive
"OK, umm, this one is one hundred and twenty. It's the cheapest here.",no emotion,2321,6,0,commissive
"OK, I'll take it. Here's the money.",no emotion,2321,7,1,inform
Thank you very much.,happiness,2321,8,0,inform
"I am sorry for damaging your car, sir.",sadness,2322,0,1,inform
Don't worry about it. Just leave it to the insurance companies.,no emotion,2322,1,0,inform
"The car park in this community is over crowded, isn't it?",no emotion,2322,2,1,question
"Yeah, more and more cars. People should try to take public transportation.",no emotion,2322,3,0,inform
"Umm there aren't enough buses in this city, are there?",no emotion,2322,4,1,question
"Yeah, sometimes I really feel like writing a letter to the mayor.",no emotion,2322,5,0,inform
That's too much of hassle. We just want a little bigger parking space.,no emotion,2322,6,1,inform
"Have you taken this to the property management, yet?",no emotion,2322,7,0,question
"No. but I'm gonna. You know, several months ago, I backed into red Honda when parking.",no emotion,2322,8,1,inform
Where? On the road?,no emotion,2322,9,0,question
"No, right here in the parking lot. It was parked right here in your space. The left rearview mirror was smashed.",no emotion,2322,10,1,inform
Is the car owner a lady with deafening voice?,no emotion,2322,11,0,question
Yes! How do you know that?,surprise,2322,12,1,question
That's my wife!,no emotion,2322,13,0,inform
"Hey, Jack. Why be angry look?",no emotion,2323,0,1,question
Umm it's the new neighbor. I hate her guts.,anger,2323,1,0,inform
I've never seen you so worked up. What did she do to you?,no emotion,2323,2,1,question
She made another white crack about my clothes.,anger,2323,3,0,inform
Are you sure she was trying to put you down?,no emotion,2323,4,1,question
"Of course, I am sure.",no emotion,2323,5,0,inform
You shall go easy on her. She is new here.,no emotion,2323,6,1,directive
Just how am I supposed to do that?,no emotion,2323,7,0,question
You shall just take it in surprise.,no emotion,2323,8,1,directive
"I've tried, but she keeps pushing my buttons.",no emotion,2323,9,0,commissive
"Try to pull it together, Jack. I am sure things will turn note, OK?",no emotion,2323,10,1,directive
I am not. She is no picnic.,no emotion,2323,11,0,commissive
"Well if you think I can help, let me know.",no emotion,2323,12,1,directive
"Thanks, Serena.",no emotion,2323,13,0,commissive
I have an idea for Christmas this year.,no emotion,2324,0,0,inform
What is it?,no emotion,2324,1,1,question
Let's not exchange any gifts at all.,happiness,2324,2,0,directive
You big scrooge!,happiness,2324,3,1,commissive
Hear me out. We can pool the money and give it to a family who could really use it!,happiness,2324,4,0,inform
Umm but you may have some trouble convincing the kids.,no emotion,2324,5,1,inform
"Actually, it was their idea first.",no emotion,2324,6,0,inform
Now we know that they realize the real meaning of Christmas.,happiness,2324,7,1,inform
"Umm, Waiter!",no emotion,2325,0,1,directive
"I'll be with you in a second. Uh... Yes, ma'am?",no emotion,2325,1,0,commissive
This is not what I asked for. I'm afraid.,sadness,2325,2,1,inform
"Oh, I'm so sorry. May I ask what you ordered again?",sadness,2325,3,0,directive
"Yes. What I ordered is roast beef, not roast beef sandwiches.",no emotion,2325,4,1,commissive
I can't get into my room. I mean I left my room key inside.,no emotion,2326,0,0,inform
"I see, sir. Those two ladies in front of your room did the same thing twenty minutes ago.",no emotion,2326,1,1,inform
"Oh, did they? Well, would you give us an extra key to the room?",no emotion,2326,2,0,directive
Umm I'm afraid we have no extra key. So I'll send somebody to your room.,no emotion,2326,3,1,directive
"By the way, what should I do with the key when I go out?",no emotion,2326,4,0,question
Please drop it at the front desk when you leave tie hotel.,no emotion,2326,5,1,directive
"Brooke, I have bad news.",no emotion,2327,0,0,inform
I called the airlines to reconfirm the reservations today.,no emotion,2327,2,0,inform
Don't you dare tell me that...,anger,2327,3,1,inform
I'm sorry. I didn't reconfirm in time and they gave away half of the seats.,sadness,2327,4,0,inform
"Well, they should have called you!",anger,2327,5,1,inform
They said that they did. I've been so busy...,sadness,2327,6,0,inform
And you didn't think to leave them my cell phone?,anger,2327,7,1,question
I didn't think there would be a problem.,no emotion,2327,8,0,inform
It's the holidays! Everybody knows how hard it is to get tickets!,anger,2327,9,1,inform
I'm sorry. We're still going. I got reservations for all of us on the thirty first. It will be OK. Trust me.,sadness,2327,10,0,directive
Trust you! You can't even handle simple plane reservations!,anger,2327,11,1,commissive
Brooke!,no emotion,2327,12,0,inform
Where do you want to go?,no emotion,2328,0,1,question
I'm going to the hospital.,no emotion,2328,1,0,inform
Get in. I'll take you.,no emotion,2328,2,1,directive
About how much will it cost?,no emotion,2328,3,0,question
It will cost you ten dollars.,no emotion,2328,4,1,inform
"By the way, what's the time?",no emotion,2328,5,0,question
"You can see the time on the meter. I have radio time, you know.",no emotion,2328,6,1,inform
It's a quarter to twelve. Could you please drive a little faster?,no emotion,2328,7,0,directive
Certainly.,no emotion,2328,8,1,commissive
Here's the dress you want it to be made.,no emotion,2329,0,0,inform
"Oh, dear!",surprise,2329,1,1,inform
What's the matter?,no emotion,2329,2,0,question
It's not what I asked for.,no emotion,2329,3,1,inform
Umm what's wrong with it?,no emotion,2329,4,0,question
It's not the right material. Or the right color. I can't possibly accept it.,no emotion,2329,5,1,inform
This is a pity!,sadness,2329,6,0,inform
Do you have any round-neck sweater?,no emotion,2330,0,0,question
Yes. Actually our range of sweaters is the most comprehensive available.,no emotion,2330,1,1,inform
Can I try this one on?,no emotion,2330,2,0,directive
"Sure, go ahead.",no emotion,2330,3,1,commissive
"The color is too bright. For my age, uh, I would prefer a lighter color.",no emotion,2330,4,0,inform
Is there a train leaving for Philadelphia?,no emotion,2331,0,0,question
Yeah. There's an express that leaves in twenty minutes.,no emotion,2331,1,1,inform
May I buy a ticket here at the station?,no emotion,2331,2,0,directive
Where?,no emotion,2331,4,0,question
Go to window number eleven.,no emotion,2331,5,1,inform
Thanks.,no emotion,2331,6,0,inform
When can we expect you and your daughter for dinner? Next Saturday?,no emotion,2332,0,1,directive
Next Saturday? I’m sorry. I’ve promised to go to a Chinese Opera with my daughter.,no emotion,2332,1,0,commissive
How about Sunday then?,no emotion,2332,2,1,question
"Yes, Sunday sounds fine. What time?",happiness,2332,3,0,question
Does six thirty suit you?,happiness,2332,4,1,question
It suits us fine. We’ll see you then.,happiness,2332,5,0,inform
"Thanks, goodbye.",happiness,2332,6,1,inform
I want to buy some jewellery.,no emotion,2333,0,1,directive
What kind of jewellery do you like to have?,no emotion,2333,1,0,question
I should like to look at some bracelets.,no emotion,2333,2,1,inform
May I show you gold ones or jade ones?,no emotion,2333,3,0,question
Jade ones.,no emotion,2333,4,1,inform
"OK, here they are.",no emotion,2333,5,0,inform
What's the price for this one?,no emotion,2333,6,1,question
Eight hundred yuan.,no emotion,2333,7,0,inform
How about seven hundred yuan?,no emotion,2333,8,1,directive
"I'm sorry, we only sell at fixed prices.",no emotion,2333,9,0,commissive
OK. I'll take it.,happiness,2333,10,1,inform
It rumored that Jean is fooling around with another woman's husband.,no emotion,2334,0,1,inform
You gossip! What's the basis of your opinion?,surprise,2334,1,0,question
Someone declared that he saw it.,no emotion,2334,2,1,inform
I don't believe it. Jean is such a kind lady. How could she do this?,no emotion,2334,3,0,question
Who knows? You can't judge a book by its cover.,no emotion,2334,4,1,inform
Maybe!,no emotion,2334,5,0,inform
Can I help you?,no emotion,2335,0,0,question
"Yes, I'd like a hamburger, please.",no emotion,2335,1,1,inform
Do you want it with everything?,no emotion,2335,2,0,question
No. Don't put mustard in it.,no emotion,2335,3,1,inform
All right. You have a hamburger without mustard. Anything else?,no emotion,2335,4,0,question
"Sprite with ice, please.",no emotion,2335,5,1,directive
OK. Here you are.,no emotion,2335,6,0,commissive
Thank you.,happiness,2335,7,1,inform
"Hi, I’m Mary Smith.",no emotion,2336,0,1,inform
"Hello, I’m the landlord. John Taylor.",no emotion,2336,1,0,inform
Nice to meet you Mr. Taylor.,happiness,2336,2,1,inform
"Please, call me John.",no emotion,2336,3,0,directive
"OK, John. Well, can I have a look at the place?",no emotion,2336,4,1,directive
Sure. Come on in. Umm we just finished rebuilding everything.,happiness,2336,5,0,commissive
"Oh, it hasn’t been painted yet.",no emotion,2336,6,1,inform
"No, we’re going to get that done next week.",no emotion,2336,7,0,inform
Well. It’s certainly nice. You’ve done a great job.,happiness,2336,8,1,inform
Thank you.,happiness,2336,9,0,inform
The rent is six hundred dollars a month?,no emotion,2336,10,1,question
That’s right.,no emotion,2336,11,0,inform
"Well, I think I’ll take it. Can I write you a check for the security deposit now? Twelve hundred dollars?",no emotion,2336,12,1,directive
Yeah. But why don’t you come by your office tomorrow to sign the lease?,no emotion,2336,13,0,directive
That would be fine.,happiness,2336,14,1,commissive
Thank you. See you tomorrow.,happiness,2336,15,0,inform
See you.,happiness,2336,16,1,inform
Can you tell the result?,no emotion,2337,0,1,question
It's love all.,no emotion,2337,1,0,inform
Now the score is in our favor.,no emotion,2337,2,1,inform
Can you tell which team seems to win?,no emotion,2337,3,0,question
Hard to say. Now the score is in our favor.,no emotion,2337,4,1,inform
Yes. Our guest team is really tough.,no emotion,2337,5,0,inform
They're still fighting hard. Let's wait and see.,no emotion,2337,6,1,inform
"Hello, Ann! Is that you?",surprise,2338,0,0,question
"Yes, it is. Hi, Tom! It's a real surprise to see you here.",surprise,2338,1,1,inform
It's been a long time! What's new?,happiness,2338,2,0,question
Nothing much. What about you? Is everything going well?,happiness,2338,3,1,question
Not bad I guess. I just got back from Hawaii.,happiness,2338,4,0,inform
How was it?,no emotion,2338,5,1,question
I had a good time. You seem to be in a hurry. Don't let me hold you up.,happiness,2338,6,0,inform
"Sorry, I've got a meeting in half an hour.",no emotion,2338,7,1,inform
"OK, I won't keep you then.",no emotion,2338,8,0,inform
Great! It's good to see you. Goodbye!,happiness,2338,9,1,inform
"Yes, stay in touch. Bye!",happiness,2338,10,0,inform
"Give me your email, would you?",happiness,2338,11,1,directive
Sure! It's txyb at gmail dot com.,happiness,2338,12,0,commissive
Can I help you?,no emotion,2339,0,1,question
I want a leather jacket.,no emotion,2339,1,0,directive
"What size, please?",no emotion,2339,2,1,question
Size Forty.,no emotion,2339,3,0,inform
What color would you prefer?,no emotion,2339,4,1,question
Umm let me see. Do you think a brown one will do?,no emotion,2339,5,0,directive
"Well, the brown one is beautiful indeed, but I think the black one will suit you better.",no emotion,2339,6,1,commissive
Really? Please get it for me.,no emotion,2339,7,0,directive
Will there be anything else?,no emotion,2339,8,1,question
Is this dress made of pure silk?,no emotion,2339,9,0,question
"Yes, it is. It's brilliant.",no emotion,2339,10,1,inform
Is it washable?,no emotion,2339,11,0,question
"Yes, it is. But you have to be careful.",no emotion,2339,12,1,inform
"How much, please?",no emotion,2339,13,0,question
Only three fifty yuan.,no emotion,2339,14,1,inform
All right. Will you wrap it for me?,no emotion,2339,15,0,question
OK. Here you are.,no emotion,2339,16,1,inform
"I'm hungry, let's order up something to eat.",no emotion,2340,0,0,directive
"OK, maybe we can order a soup and a salad from the restaurant down the street.",no emotion,2340,1,1,directive
"I was thinking of getting a hamburger, fries and a chocolate sundae.",no emotion,2340,2,0,directive
You eat too much junk food. That sort of stuff clogs up your arteries and is very high in cholesterol.,no emotion,2340,3,1,commissive
Well I never seem to gain weight so I don't mind.,no emotion,2340,4,0,inform
"It's not only about getting fat or not, it's about being healthy. You could really have some health problems later on.",no emotion,2340,5,1,inform
"How about pizza or maybe some fried chicken! Better yet, let's order some hot dogs!",no emotion,2340,6,0,directive
You are a lost cause.,no emotion,2340,7,1,commissive
Umm did you ever buy food from the snack stands near our hotel?,no emotion,2341,0,0,question
"Yes, several times.",no emotion,2341,1,1,inform
How do you like them?,no emotion,2341,2,0,question
Not bad.,no emotion,2341,3,1,inform
I always have the temptation to eat something there.,no emotion,2341,4,0,inform
"Then, why didn't you do that?",no emotion,2341,5,1,question
I don't know how much we can trust them. Do you have any ideas?,no emotion,2341,6,0,question
"Some of them, I think, are not good.",no emotion,2341,7,1,inform
It doesn't taste good?,no emotion,2341,8,0,question
"No, I mean some of them are not clean enough.",no emotion,2341,9,1,inform
That's my greatest concern. But how can you tell which one is clean?,no emotion,2341,10,0,question
I judge by appearances.,no emotion,2341,11,1,inform
I got it. I think it's worth trying.,no emotion,2341,12,0,inform
It certainly is.,no emotion,2341,13,1,inform
"I'd like to try some kebab, roasted squid, and many different appealing things.",no emotion,2341,14,0,inform
"Don't try everything at one time, please.",no emotion,2341,15,1,directive
I see. Thank you.,happiness,2341,16,0,commissive
Where do you want to go this weekend?,no emotion,2342,0,0,question
Let's go to the lake and camp on the south side.,no emotion,2342,1,1,inform
Do you want to take the jet ski?,no emotion,2342,2,0,question
"Let's just rent one this time. The AC is broken in the truck, remember?",no emotion,2342,3,1,directive
"Oh, that's right. Renting is good!",no emotion,2342,4,0,commissive
Should we call the Olsen's and ask them if they want to join us?,no emotion,2342,5,1,directive
"OK, you call them.",no emotion,2342,6,0,commissive
Then you go out to the garage and check out the camping gear.,no emotion,2342,7,1,directive
"Excuse me, when is the next train to Los Angeles?",no emotion,2343,0,0,question
"Umm, ten-fifteen a.m..",no emotion,2343,1,1,inform
Can I get the ticket here?,no emotion,2343,2,0,directive
Sorry. You have to buy your ticket at the next counter.,sadness,2343,3,1,commissive
Thank you.,happiness,2343,4,0,inform
"Sis, why did you ask me to come to this bargain market? It's so crowded, and you can't find anything that you really want.",surprise,2344,0,0,question
You just don't get it. Looking for bargains can be really interesting.,no emotion,2344,1,1,inform
Are you serious? How can that be?,no emotion,2344,2,0,question
"Bargaining is a game, or even a battle. You feel like a winner when you get a good price.",no emotion,2344,3,1,inform
"Come on. You know, you can never really win. The salesperson never loses. They make their living out of it.",no emotion,2344,4,0,inform
That's true. But I just love it. Come here!,no emotion,2344,5,1,directive
"Oh, this silk carpet is really beautiful. Look at the pattern, and how delicate it is!",happiness,2344,6,0,commissive
Umm you do have great taste. That's the most expensive stuff here.,happiness,2344,7,1,inform
"Really? Oh, this one. I like the cloisonn vase.",happiness,2344,8,0,question
"Really? I bought a same one last week. It's surprising that there is something we both like. Well, what do you think of these ceramic cups?",happiness,2344,9,1,directive
"Come on. They look so cheap. Something else, please.",no emotion,2344,10,0,commissive
What about this picture? I think Benjamin would like it.,no emotion,2344,11,1,directive
Don't underestimate his taste. I don't think he'd like it.,no emotion,2344,12,0,commissive
Don't be so sure. He loves the vase I bought here last week.,no emotion,2344,13,1,inform
"Yeah. Well, anyway, it's up to you. But I can tell that you come here often.",no emotion,2344,14,0,inform
Absolutely. That's why I can always get a good price.,happiness,2344,15,1,inform
"The world changes, the family changes too.",no emotion,2345,0,0,inform
What do you mean?,no emotion,2345,1,1,question
People now like a small family composed of two parents and one child.,no emotion,2345,2,0,inform
That is called a nuclear family.,no emotion,2345,3,1,inform
"Uh, I don't like such a family.",no emotion,2345,4,0,inform
What kind of family are you like?,no emotion,2345,5,1,question
"I like a family composed of many people. It includes grandparents, parents, aunts and uncles, and children.",no emotion,2345,6,0,inform
It's a traditional family. It may be too large to live well.,no emotion,2345,7,1,inform
"We can live well, I think.",no emotion,2345,8,0,inform
"Hi, Linda. I haven't seen you for ages.",happiness,2346,0,0,inform
Yes. I miss you very much.,happiness,2346,1,1,inform
So do I.,happiness,2346,2,0,inform
Have you graduated from college?,no emotion,2346,3,1,question
Yes. I graduated last year and got a job in a press.,no emotion,2346,4,0,inform
Are you ready?,no emotion,2347,0,0,question
Ready for what?,no emotion,2347,1,1,question
Ready for the big switch.,no emotion,2347,2,0,inform
What are you talking about?,no emotion,2347,3,1,question
The nation is switching to digital TV.,no emotion,2347,4,0,inform
Oh. Of course I'm ready.,no emotion,2347,5,1,inform
Did you buy the converter?,no emotion,2347,6,0,question
"No, I don't need a converter because I bought a digital TV.",no emotion,2347,7,1,inform
How much was that?,no emotion,2347,8,0,question
It was only about hundred twenty dollars for a thirteen - inch screen.,no emotion,2347,9,1,inform
Does it pick up any digital channels?,no emotion,2347,10,0,question
